日付,店舗名,売上金額,客数
2024-02-24,渋谷店,165386,88
2024-02-25,渋谷店,175531,93
2024-02-26,渋谷店,118680,63
2024-02-27,渋谷店,121742,64
2024-02-28,渋谷店,160136,85
2024-02-29,渋谷店,161621,86
2024-03-01,渋谷店,151599,80
2024-03-02,渋谷店,211117,112
2024-03-03,渋谷店,203535,108
2024-03-04,渋谷店,134127,71
2024-03-05,渋谷店,151918,81
2024-03-06,渋谷店,162416,86
2024-03-07,渋谷店,169012,90
2024-03-08,渋谷店,141791,75
2024-03-09,渋谷店,201810,107
2024-03-10,渋谷店,205359,109
2024-03-11,渋谷店,133560,71
2024-03-12,渋谷店,166852,88
2024-03-13,渋谷店,135110,72
2024-03-14,渋谷店,147662,78
2024-03-15,渋谷店,152863,81
2024-03-16,渋谷店,189491,101
2024-03-17,渋谷店,222174,118
2024-03-18,渋谷店,140144,74
2024-03-19,渋谷店,153483,81
2024-03-20,渋谷店,130410,69
2024-03-21,渋谷店,162671,86
2024-03-22,渋谷店,157203,83
2024-03-23,渋谷店,220312,117
2024-03-24,渋谷店,187394,99
2024-03-25,渋谷店,139251,74
2024-03-26,渋谷店,153697,81
2024-03-27,渋谷店,129618,69
2024-03-28,渋谷店,143398,76
2024-03-29,渋谷店,141198,75
2024-03-30,渋谷店,211262,112
2024-03-31,渋谷店,209096,111
2024-04-01,渋谷店,117781,62
2024-04-02,渋谷店,139876,74
2024-04-03,渋谷店,171161,91
2024-04-04,渋谷店,177197,94
2024-04-05,渋谷店,156218,83
2024-04-06,渋谷店,194467,103
2024-04-07,渋谷店,192703,102
2024-04-08,渋谷店,140637,75
2024-04-09,渋谷店,176050,93
2024-04-10,渋谷店,146940,78
2024-04-11,渋谷店,176106,93
2024-04-12,渋谷店,152142,81
2024-04-13,渋谷店,188295,100
2024-04-14,渋谷店,209275,111
2024-04-15,渋谷店,136162,72
2024-04-16,渋谷店,177693,94
2024-04-17,渋谷店,180319,96
2024-04-18,渋谷店,172120,91
2024-04-19,渋谷店,161197,85
2024-04-20,渋谷店,188742,100
2024-04-21,渋谷店,230330,122
2024-04-22,渋谷店,149224,79
2024-04-23,渋谷店,159007,84
2024-04-24,渋谷店,153273,81
2024-04-25,渋谷店,135639,72
2024-04-26,渋谷店,163611,87
2024-04-27,渋谷店,196113,104
2024-04-28,渋谷店,231029,123
2024-04-29,渋谷店,151039,80
2024-04-30,渋谷店,163620,87
2024-05-01,渋谷店,179737,95
2024-05-02,渋谷店,145115,77
2024-05-03,渋谷店,141961,75
2024-05-04,渋谷店,246356,131
2024-05-05,渋谷店,227986,121
2024-05-06,渋谷店,120479,64
2024-05-07,渋谷店,172793,92
2024-05-08,渋谷店,141931,75
2024-05-09,渋谷店,150819,80
2024-05-10,渋谷店,146230,77
2024-05-11,渋谷店,230303,122
2024-05-12,渋谷店,202359,107
2024-05-13,渋谷店,126125,67
2024-05-14,渋谷店,147193,78
2024-05-15,渋谷店,181037,96
2024-05-16,渋谷店,176753,94
2024-05-17,渋谷店,154292,82
2024-05-18,渋谷店,229035,122
2024-05-19,渋谷店,216142,115
2024-05-20,渋谷店,159315,84
2024-05-21,渋谷店,161491,86
2024-05-22,渋谷店,158181,84
2024-05-23,渋谷店,147551,78
2024-05-24,渋谷店,173871,92
2024-05-25,渋谷店,212273,113
2024-05-26,渋谷店,240665,128
2024-05-27,渋谷店,149374,79
2024-05-28,渋谷店,143872,76
2024-05-29,渋谷店,154659,82
2024-05-30,渋谷店,168950,90
2024-05-31,渋谷店,173939,92
2024-06-01,渋谷店,171458,91
2024-06-02,渋谷店,186762,99
2024-06-03,渋谷店,129644,69
2024-06-04,渋谷店,128098,68
2024-06-05,渋谷店,133991,71
2024-06-06,渋谷店,158066,84
2024-06-07,渋谷店,153233,81
2024-06-08,渋谷店,169358,90
2024-06-09,渋谷店,174490,93
2024-06-10,渋谷店,119200,63
2024-06-11,渋谷店,141252,75
2024-06-12,渋谷店,162534,86
2024-06-13,渋谷店,128707,68
2024-06-14,渋谷店,135609,72
2024-06-15,渋谷店,208539,111
2024-06-16,渋谷店,198219,105
2024-06-17,渋谷店,134107,71
2024-06-18,渋谷店,154689,82
2024-06-19,渋谷店,152296,81
2024-06-20,渋谷店,141698,75
2024-06-21,渋谷店,158542,84
2024-06-22,渋谷店,195418,104
2024-06-23,渋谷店,176582,94
2024-06-24,渋谷店,136877,73
2024-06-25,渋谷店,143372,76
2024-06-26,渋谷店,156172,83
2024-06-27,渋谷店,154949,82
2024-06-28,渋谷店,143878,76
2024-06-29,渋谷店,211989,113
2024-06-30,渋谷店,211879,113
2024-07-01,渋谷店,126736,67
2024-07-02,渋谷店,165853,88
2024-07-03,渋谷店,154987,82
2024-07-04,渋谷店,164811,87
2024-07-05,渋谷店,151358,80
2024-07-06,渋谷店,213611,113
2024-07-07,渋谷店,191554,102
2024-07-08,渋谷店,135289,72
2024-07-09,渋谷店,152794,81
2024-07-10,渋谷店,155729,83
2024-07-11,渋谷店,154481,82
2024-07-12,渋谷店,156748,83
2024-07-13,渋谷店,222142,118
2024-07-14,渋谷店,222384,118
2024-07-15,渋谷店,141883,75
2024-07-16,渋谷店,167115,89
2024-07-17,渋谷店,162144,86
2024-07-18,渋谷店,154437,82
2024-07-19,渋谷店,165794,88
2024-07-20,渋谷店,186866,99
2024-07-21,渋谷店,180663,96
2024-07-22,渋谷店,126487,67
2024-07-23,渋谷店,158277,84
2024-07-24,渋谷店,138826,74
2024-07-25,渋谷店,137527,73
2024-07-26,渋谷店,135870,72
2024-07-27,渋谷店,193774,103
2024-07-28,渋谷店,178473,95
2024-07-29,渋谷店,122293,65
2024-07-30,渋谷店,157996,84
2024-07-31,渋谷店,140428,74
2024-08-01,渋谷店,151718,80
2024-08-02,渋谷店,141418,75
2024-08-03,渋谷店,200845,107
2024-08-04,渋谷店,159799,85
2024-08-05,渋谷店,105247,56
2024-08-06,渋谷店,117864,62
2024-08-07,渋谷店,118786,63
2024-08-08,渋谷店,144017,76
2024-08-09,渋谷店,131143,69
2024-08-10,渋谷店,160243,85
2024-08-11,渋谷店,166774,88
2024-08-12,渋谷店,109975,58
2024-08-13,渋谷店,135802,72
2024-08-14,渋谷店,115795,61
2024-08-15,渋谷店,127313,67
2024-08-16,渋谷店,148824,79
2024-08-17,渋谷店,197271,105
2024-08-18,渋谷店,167192,89
2024-08-19,渋谷店,121793,64
2024-08-20,渋谷店,148056,78
2024-08-21,渋谷店,136211,72
2024-08-22,渋谷店,127783,68
2024-08-23,渋谷店,141996,75
2024-08-24,渋谷店,158436,84
2024-08-25,渋谷店,170011,90
2024-08-26,渋谷店,111911,59
2024-08-27,渋谷店,130541,69
2024-08-28,渋谷店,155173,82
2024-08-29,渋谷店,139166,74
2024-08-30,渋谷店,152530,81
2024-08-31,渋谷店,198161,105
2024-09-01,渋谷店,206139,109
2024-09-02,渋谷店,128018,68
2024-09-03,渋谷店,153799,82
2024-09-04,渋谷店,143652,76
2024-09-05,渋谷店,149728,79
2024-09-06,渋谷店,149252,79
2024-09-07,渋谷店,197604,105
2024-09-08,渋谷店,207219,110
2024-09-09,渋谷店,142500,76
2024-09-10,渋谷店,166385,88
2024-09-11,渋谷店,151205,80
2024-09-12,渋谷店,129297,68
2024-09-13,渋谷店,128445,68
2024-09-14,渋谷店,211195,112
2024-09-15,渋谷店,197131,105
2024-09-16,渋谷店,117609,62
2024-09-17,渋谷店,143319,76
2024-09-18,渋谷店,168260,89
2024-09-19,渋谷店,153893,82
2024-09-20,渋谷店,167818,89
2024-09-21,渋谷店,204013,108
2024-09-22,渋谷店,176124,93
2024-09-23,渋谷店,140197,74
2024-09-24,渋谷店,157979,84
2024-09-25,渋谷店,151992,81
2024-09-26,渋谷店,141978,75
2024-09-27,渋谷店,141110,75
2024-09-28,渋谷店,187168,99
2024-09-29,渋谷店,172657,92
2024-09-30,渋谷店,135988,72
2024-10-01,渋谷店,135309,72
2024-10-02,渋谷店,167564,89
2024-10-03,渋谷店,163591,87
2024-10-04,渋谷店,163398,87
2024-10-05,渋谷店,224239,119
2024-10-06,渋谷店,230788,123
2024-10-07,渋谷店,143006,76
2024-10-08,渋谷店,152000,81
2024-10-09,渋谷店,170751,91
2024-10-10,渋谷店,153173,81
2024-10-11,渋谷店,139383,74
2024-10-12,渋谷店,181079,96
2024-10-13,渋谷店,211920,113
2024-10-14,渋谷店,143656,76
2024-10-15,渋谷店,137825,73
2024-10-16,渋谷店,169376,90
2024-10-17,渋谷店,154964,82
2024-10-18,渋谷店,143663,76
2024-10-19,渋谷店,231947,123
2024-10-20,渋谷店,213854,114
2024-10-21,渋谷店,127043,67
2024-10-22,渋谷店,167618,89
2024-10-23,渋谷店,179302,95
2024-10-24,渋谷店,179806,95
2024-10-25,渋谷店,178436,95
2024-10-26,渋谷店,202593,108
2024-10-27,渋谷店,223181,119
2024-10-28,渋谷店,117862,62
2024-10-29,渋谷店,142608,76
2024-10-30,渋谷店,168544,89
2024-10-31,渋谷店,143803,76
2024-11-01,渋谷店,153475,81
2024-11-02,渋谷店,223699,119
2024-11-03,渋谷店,240617,128
2024-11-04,渋谷店,149771,79
2024-11-05,渋谷店,160388,85
2024-11-06,渋谷店,180765,96
2024-11-07,渋谷店,145522,77
2024-11-08,渋谷店,147674,78
2024-11-09,渋谷店,231887,123
2024-11-10,渋谷店,241379,128
2024-11-11,渋谷店,155643,83
2024-11-12,渋谷店,188997,100
2024-11-13,渋谷店,141337,75
2024-11-14,渋谷店,146526,78
2024-11-15,渋谷店,173916,92
2024-11-16,渋谷店,184331,98
2024-11-17,渋谷店,208099,110
2024-11-18,渋谷店,138630,73
2024-11-19,渋谷店,144984,77
2024-11-20,渋谷店,150684,80
2024-11-21,渋谷店,167831,89
2024-11-22,渋谷店,149765,79
2024-11-23,渋谷店,221994,118
2024-11-24,渋谷店,246249,131
2024-11-25,渋谷店,119735,63
2024-11-26,渋谷店,150630,80
2024-11-27,渋谷店,154121,82
2024-11-28,渋谷店,157095,83
2024-11-29,渋谷店,159950,85
2024-11-30,渋谷店,208329,111
2024-12-01,渋谷店,233217,124
2024-12-02,渋谷店,156284,83
2024-12-03,渋谷店,173371,92
2024-12-04,渋谷店,221351,118
2024-12-05,渋谷店,209647,111
2024-12-06,渋谷店,175278,93
2024-12-07,渋谷店,229949,122
2024-12-08,渋谷店,260479,138
2024-12-09,渋谷店,164428,87
2024-12-10,渋谷店,166009,88
2024-12-11,渋谷店,213123,113
2024-12-12,渋谷店,189288,100
2024-12-13,渋谷店,197811,105
2024-12-14,渋谷店,276618,147
2024-12-15,渋谷店,229621,122
2024-12-16,渋谷店,143046,76
2024-12-17,渋谷店,204968,109
2024-12-18,渋谷店,214799,114
2024-12-19,渋谷店,199238,106
2024-12-20,渋谷店,177560,94
2024-12-21,渋谷店,270180,144
2024-12-22,渋谷店,280639,149
2024-12-23,渋谷店,160175,85
2024-12-24,渋谷店,217387,115
2024-12-25,渋谷店,213271,113
2024-12-26,渋谷店,190771,101
2024-12-27,渋谷店,186801,99
2024-12-28,渋谷店,264407,141
2024-12-29,渋谷店,226463,120
2024-12-30,渋谷店,150334,80
2024-12-31,渋谷店,172848,92
